시민단체 이대호 전 프로야구선수협회장 고발 공식입장 전문,매경닷컴 MK스포츠 박찬형 기자 체육시민단체 ‘사람과 운동’이 7일 이대호 전 회장 김태현 전 사무총장 10개 구단 선수 이사 등 한국프로야구선수협회 관계자들을 업무상 배임 혐의로 서울중앙지방검찰청에 고발한다고 7일 밝혔다. ‘사람과 운동’은 “한국프로야구선수협회 정관은 ‘임원 무보수 원칙’을 명시하고 있을 뿐 아니라 판공비 지급에 관한 근거 규정도 없다”라고 지적했다. 시민단체 측은 “이대호 전 회장은 기자회견에서 관행이라고 변명했으나 이는 최대 징역 10년까지 가능한 ‘업무상 배임죄’를 한국프로야구선수협회가 일상적으로 저질러 왔다는 것을 국민 앞에서 자인한 것”이라며 꼬집었다. 이하 ‘사람과 운동’ 공식 입장 전문. 체육시민단체 ‘사람과 운동’이 이대호 전 회장 김태현 전 사무총장 10개 구단 선수 이사 등 한국프로야구선수협회 관계자들을 업무상 배임 혐의로 서울중앙지방검찰청에 고발한다. 판공비 논란 해명 기자회견을 하는 이 전 회장. 사진 MK스포츠DB 이대호 전 선수협 회장이 판공비 명목으로 연 6000만 원을 개인 계좌로 받아 온 사실이 밝혀졌습니다. 이대호 전 회장은 “이는 판공비가 아니라 실질적으로 ‘보수’에 해당하는 것이므로 문제될 것이 없다”고 주장하고 있습니다. 그러나 선수협 정관 제18조 제1항은 “임원의 보수는 무보수를 원칙으로 하되 이사회가 정한 규정에 따라 임원이 본회와 관련된 업무를 위해 사용한 비용에 대해서 실비보상을 할 수 있으며 사무총장에 대해서는 보수를 지급할 수 있다”고 규정하고 있습니다. 즉 선수협은 정관에 단지 실비보상에 관한 규정만을 두었을 뿐 임원에 대한 판공비나 보수 지급에 대한 근거 규정을 두고 있지 않습니다. ‘실비보상’은 과거에 지출한 비용을 추후 정산 보전해주는 것이고 ‘판공비’는 이른바 업무추진비로서 장래 지출할 비용을 미리 정기적으로 지급해주는 것이므로 양자는 개념상 엄격히 구별됩니다. 그런데도 이대호 전 회장은 2019년 3월22일 선수협 10대 회장으로 당선된 후 최근까지 선수협 회장직을 맡아 연 6000만 원의 돈을 받아 왔습니다. 이대호 전 회장은 ‘위임관계’ 민법 제680조 이하 의 법리에 따라 ‘선수협의 사무를 처리하는 자’의 지위에 있습니다. 그러나 그동안 어떠한 계약상·법률상 근거도 없이 위법하게 선수협으로부터 거액의 금원을 받아 온 것입니다. 이는 ‘업무상 배임죄’ 형법 제356조 제355조 제2항 에 해당합니다. 형법은 업무상 배임죄에 대해 10년 이하의 징역 또는 3000만 원 이하의 벌금을 규정하고 있습니다. 대법원은 “주주총회나 이사회에서 위법한 예산지출에 관하여 의결하여 이에 따라 예산을 집행한 경우라 하더라도 배임죄의 성립에는 지장이 없다”라고 일관되게 판시하고 있습니다. 2006년 4월27일 2003도4735 판결 등 따라서 이대호 전 회장이 선수협 이사회의 의결을 거쳐 위 금원을 받았다고 하더라도 이대호 전 회장은 업무상 배임죄 형법 제356조 제355조 제2항 에 대한 책임을 면할 수 없습니다. 이대호 전 회장은 ‘선수협 회장에게 보수를 지급하기로 한 이사회 결의’에 따라 거액의 보수를 받아 왔습니다. 실제로 2019년 3월18일 10개 구단 선수 대표 이사 들이 참석한 선수협 이사회는 차기 선수협 회장에게 연 6000만 원의 보수를 지급하기로 결의하였습니다. 위 이사회에 참석하여 위와 같은 내용의 결의를 한 10개 구단 대표 이사 들도 민법상 ‘위임관계’의 법리에 따라 선수협의 사무를 처리하는 자의 지위에 있는 자들이므로 이들에게도 이대호 회장과 같은 법리에 따라 업무상 배임죄 형법 제356조 제355조 제2항 가 성립될 것입니다. 앞서 명시한 바와 같이 선수협 정관 제18조 제1항은 사무총장에게 ‘보수’를 지급할 수 있다고 규정하고 있을 뿐 ‘판공비’ 지급에 관하여는 별도 규정을 두고 있지 않습니다. 이는 사무총장이 업무상 사용한 비용에 대해서는 추후 “실비보상”으로 처리하겠다는 취지입니다. 그런데도 2019년 12월 2일 취임한 김태현 전 사무총장은 법률상·계약상 근거도 없이 ‘판공비’를 매월 250만 원씩 받아왔으며 특히 김태현 전 사무총장은 올해 4월부터는 ‘판공비’를 현금으로 받아 사용해온 것으로 밝혀졌습니다. 김태현 전 사무총장 역시 선수협 정관에 의할 경우 이사 임원 에 해당하므로 법률상·계약상 근거 없이 판공비를 받아 온 것은 업무상 배임죄 형법 제356조 제355조 제2항 에 해당합니다. 위와 같이 판공비를 현금으로 요구하여 사적 용도로 사용한 것이 밝혀지면 업무상 횡령죄 형법 제356조 제355조 제1항 역시 피하기 어려울 것입니다. 횡령죄 형량은 10년 이하의 징역 또는 3000만 원 이하의 벌금으로 업무상 배임죄와 같습니다. 본 시민단체는 이번 사건과 관련하여 이대호 전 선수협 회장 김태현 전 사무총장 10개 구단 선수 대표들 선수협 이사진 을 검찰에 고발합니다. 이대호 전 회장은 ‘관행’을 주장하는바 그동안 선수협에서 업무상 배임 범죄가 일상적으로 이루어져 왔다는 것을 뜻하는 것으로 해석됩니다. 본 시민단체는 그 ‘관행’과 관련된 자들에 대해서도 철저히 조사하여 추가 고발 조치할 계획입니다.,https://sports.news.naver.com/news.nhn?oid=410&aid=0000748216
이대호 논란 프로야구선수협 새 회장에 양의지,CBS노컷뉴스 임종률 기자 7일 강남구 리베라호텔에서 열린 프로야구 선수협회 이사회에서 신임 회장으로 선출된 NC 양의지가 취재진 질문에 답하고 있다. 서울 연합뉴스 한국프로야구선수협회를 이끌 새 회장에 NC 양의지 33 가 선출됐다. 선수협은 7일 서울 리베라호텔에서 제 4차 임시 이사회를 열고 양의지 33 를 제 12대 회장으로 선임했다고 밝혔다. 이날 이사회에는 양의지 신임 회장과 이대호 전 회장 10개 구단 이사 10명 등이 참석했다. 양의지는 온라인으로 진행된 KBO 리그 선수 투표에서 456표 중 103표를 얻었다. 선수협회장 투표는 각 구단 고액 연봉 선수 3명씩 총 30명을 후보로 지난달 25일부터 30일까지 진행됐다. 향후 2년 동안 선수협을 이끄는 양의지 회장은 이사회를 통해 어려운 시기에 회장이 됐다 고 운을 뗐다. 이어 선수협 내부에 좋지 않은 일들로 인해 팬 분들과 국민들께 심려를 끼쳐드려 대단히 죄송하다 고 사과했다. 선수협은 최근 전임 이 회장의 판공비 인상과 김태현 사무총장의 판공비 현금 지급 등 논란이 불거졌다. 이에 이 전 회장은 지난 2일 기자회견을 열고 해당 논란에 대해 해명했지만 체육시민단체의 고발 등 논란이 가라앉지 않고 있다. 이에 양 회장은 책임감을 갖고 선수협이 투명하고 선수들을 위한 단체가 되기 위해 최선을 다할 것 이라고 다짐했다. 또 잘못된 정관 혹은 선수협 내부 규정이 있는지 다시 한번 꼼꼼히 살피고 필요한 부분에 있어 규정을 바르게 잡도록 하겠다 고 밝혔다. 판공비 논란에 대해서 양 회장은 문제가 됐던 판공비에 대해서는 오늘 이사회에서 논의가 되었으나 좀 더 면밀한 법적 검토가 필요하다 생각한다 면서 관련 규정 개정을 하고 필요한 부분을 신설해 향후 같은 문제가 발생되지 않도록 조치하겠다 고 설명했다. 체육시민단체의 고발과 관련해서 선수협은 이대호 전 회장에 대한 한 시민단체의 고발조치는 선수협 차원에서 관련 내용을 확인할 예정 이라고 밝혔다. 이날 사람과 운동 대표 박지훈 변호사 은 이 전 회장을 업무상 배임죄로 서울중앙지검에 고발한다면서 김 전 총장과 선수협 이사 10명도 고발한다고 밝혔다.,https://sports.news.naver.com/news.nhn?oid=079&aid=0003440528
프로야구 신임 선수협회장 양의지 판공비 깨끗하게 처리할 것,자료사진 프로야구 선수협회가 이대호 전 회장의 사퇴로 공석이 된 신임 회장으로 NC의 양의지 선수를 선출했습니다. 선수협회는 오늘 각 구단 선수협회 이사 10명이 모인 이사회를 열고 지난 달 25일부터 30일까지 30명의 후보를 놓고 진행된 모바일 투표 결과 유효표 456표 가운데 103표를 얻은 양의지가 신임 회장으로 선출됐다고 발표했습니다. 양의지 선수협회 회장은 선수들 추천으로 뽑힌 만큼 큰 의무감을 가지고 수락했다 며 선수협회가 판공비와 관련한 문제로 물의를 일으킨 부분에 대해 사과하고 앞으로 모든 것을 깨끗하게 처리할 것 이라고 말했습니다. 한편 판공비를 현금 수령해 논란을 일으킨 김태현 전 사무총장도 오늘 이사회에 참석해 자신의 해임 동의안 처리에 서명하면서 공식 해임 처리됐습니다. 전훈칠 기자 thateye7 mbc.co.kr 저작권자 c MBC hps imnews.imbc.com 무단복제 재배포 금지 네이버 홈에서 MBC뉴스 채널 구독하기 새로움을 탐험하다.,https://sports.news.naver.com/news.nhn?oid=214&aid=0001084439
KIA 타이거즈 연고지역 초·중교에 야구 용품 지원,동아닷컴 프로야구 KIA 타이거즈가 연고지역 초등학교 및 중학교 야구부에 3000만원 상당의 야구 용품을 지원했다. KIA는 지난 2일 광주 전남 전북지역 초등학교 11개교 및 중학교 10개교 야구팀에 경기용 공 3박스를 각각 전달했다. KIA는 매년 KIA타이거즈기 호남지역 초등학교 중학교 야구대회를 개최하며 참가 팀에게 경기용 공 등 야구용품을 지원하고 있다. 올해는 코로나19 확산 여파로 대회가 취소되면서 연고지역 초중등학교에 용품만 전달했다. KIA 관계자는 “지역 야구 꿈나무들이 기량 향상에 매진할 수 있도록 앞으로도 꾸준히 용품을 지원할 방침”이라고 말했다.,https://sports.news.naver.com/news.nhn?oid=382&aid=0000876469
신한은행 야구의 신 더 레전드 유튜브 영상 제작·후원,신한은행은 유튜브 채널 야신야덕 야구의 신과 야구의 덕후들 과 함께 야구의 신 더 레전드 THE LEGEND 영상을 제작 및 후원했다고 7일 밝혔다. 야구의 신 더 레전드 영상은 야구팬들이 다시 보고 싶어하는 KBO 레전드 은퇴 선수가 출연해 현역시절의 노하우를 전수하는 내용이다. 또한 야구 미션을 수행해 기부금을 적립하고 소아암 아이들에게 수술비를 지원하는 사회공헌활동도 같이 진행한다. 첫 번째 영상은 KBO 홍보대사이자 국민타자인 이승엽 선수가 출연해 홈런 잘 치는 비법을 전수하고 직접 홈런 미션에 도전하는 내용이다. 은퇴한 이승엽 선수가 오랜만에 야구장에서 후배들과 유쾌한 분위기를 만들며 진행됐고 반전 있는 사회공헌 미션도 담겼다. 신한은행은 야구의 신 더 레전드 영상 공개를 기념해 공식 페이스북 채널을 통해 다음 편 영상에 출연하는 선수를 맞추는 SNS 이벤트를 시행한다. 신한은행 관계자는 정규리그 시즌은 종료되었지만 야구팬들을 위해 KB0 레전드 선수의 사회공헌 미션 영상을 제작했다 며 비시즌에도 쏠야구에서 진행되는 다양한 콘텐츠와 혜택이 가득한 이벤트에 많은 관심을 부탁드린다 고 말했다.,https://sports.news.naver.com/news.nhn?oid=076&aid=0003668661
축구야구말구 긴급 부상 박찬호 선수→캐스터로 깜짝 변신,스포츠서울 정하은기자 ‘축구야구말구’ 팀이 한층 더 돈독해진 케미를 발휘한다. 7일 방송될 KBS2 예능프로그램 ‘축구야구말구’ 5회에서는 박찬호X이영표X오마이걸 승희가 창원의 배드민턴 생활 체육 고수 2인과의 대결을 준비하는 모습이 그려진다. 지난주 배드민턴 경기 도중 긴급 다리 부상을 당한 박찬호를 위해 이영표와 승희는 건강식 저녁 차리기에 나선다. 박찬호가 미안해하며 돕겠다고 나서자 이영표와 승희는 그냥 쉬라고 만류해 현장의 훈훈함을 자아냈다는 후문이다. 박찬호를 위해 준비한 이영표 승희의 저녁 한상이 어떤 모습일지 공개된다. 식사 후에는 ‘셔틀콕’을 주제로 한 백일장 시간이 이어진다. ‘축구야구말구’ 팀은 손수 시를 써내려가며 다사다난한 하루를 정리한다. 특히 이영표는 박찬호를 향한 애정 어린 마음을 시로 담아내 박찬호로부터 “연애편지야 ”라는 반응을 이끌어냈다는 전언. 과연 이영표가 작성한 시는 어떤 내용일지 궁금증을 모은다. 본격적인 창원 생활 체육 고수와의 배드민턴 대결에 앞서 이날 승희는 부상을 당한 박찬호 대신 경기에 나선다. 코치 이용대에게 비밀 특훈까지 받은 승희가 실력 발휘를 할 수 있을지 기대를 모은다. 또한 승희를 대신해 경기 캐스터로 나선 박찬호의 새로운 변신도 기대된다. 다양한 위기와 변수를 겪은 ‘축구야구말구’ 팀이 짜릿한 승리를 거머쥘 수 있을지 관심을 높인다. ‘축구야구말구’는 전국민 1인 1체육을 목표로 못하는 운동이 없다고 자부하는 박찬호X이영표의 투머치토킹 스포츠 로드 버라이어티 프로그램이다. 두 사람은 전국 방방곡곡에 숨어있는 일반인 생활 체육 고수를 찾아 떠나며 운동선수 출신의 명예를 걸고 재야의 고수들과 한 치의 양보 없는 진검 승부를 펼칠 예정이다. ‘축구야구말구’ 5회는 7일 오후 9시 30분 방송된다.,https://sports.news.naver.com/news.nhn?oid=468&aid=0000722072
야구 그만두고 싶었다…박용택 홍성흔과 졸렬택 사건 첫 언급밥심,2009년 타격왕 경쟁 회상 박용택 은퇴하고 싶었다 홍성흔 이제는 털어내길 텐아시아 정태건 기자 밥심 에 출연한 야구선수 박용택 왼쪽 과 홍성흔 사진 SBS플러스 제공 얼마 전 은퇴를 결정한 야구선수 박용택 정근우가 인생 제 2막을 앞두고 SBS플러스 밥심 충전 토크쇼 ‘강호동의 밥심’을 찾는다. 7일 방송되는 ‘강호동의 밥심’에는 박용택 정근우 선수가 출연해 솔직한 입담을 뽐낸다. 프로 데뷔와 동시에 19년 동안 LG 트윈스에 몸담은 박용택은 “20년을 운동선수로 활동하다 보니 체력적으로 한계를 느끼게 됐다”고 고백한다. ‘악마의 2루수’로 불린 정근우 역시 솔직한 은퇴 이유를 밝힌다. 두 사람을 위해 해설 위원 방송인으로 활약 중인 양준혁과 메이저리그 코치로 활동하고 있는 홍성흔도 후배들에게 은퇴 후 삶에 대한 조언을 주기 위해 ‘강호동의 밥심’을 방문한다. 특히 홍성흔과 박용택은 ‘타격왕’ 타이틀을 두고 경쟁했던 2009년 ‘졸렬택’ 사건을 회상하며 ‘강호동의 밥심’에서 처음으로 이에 대한 대화를 나눈다. 박용택은 “야구를 그만두고 싶기도 했다”고 고백해 출연자와 제작진들의 안타까움을 자아낸다. 이에 홍성흔은 “이제 털어버렸으면 좋겠다”며 서로의 상황을 이해하는 모습을 보인다. ‘강호동의 밥심’은 7일 오후 9시 방송된다.,https://sports.news.naver.com/news.nhn?oid=312&aid=0000464960
상습체납 1위는 도박업자…전 야구선수 임창용도 명단에,앵커 2억 원 이상 고액 상습 체납자 명단이 공개됐습니다. 개인 최고 체납액은 한 도박업자로 천억원 이상의 국세를 체납했고 유명 야구선수 출신인 임창용씨도 이름을 올렸습니다. 박상현 기자의 보도입니다. 리포트 체납자의 집을 찾은 국세청 직원들. 양복 안주머니에서 수표 1억 8천만원이 든 돈봉두가 나오고 은행 대여금고에서도 수표가 무더기로 발견됩니다. 오케이 내가 빚진 돈만 가져가요. 이렇게 국세청이 체납자의 재산 추적에 나서지만 고액 상습 체납은 끊이지 않고 있습니다. 국세청이 2억원 이상을 1년 넘게 체납한 6 965명을 공개했는데 체납액만 4조 8 203억원에 달합니다. 개인 체납액 1위는 한 도박업자로 2015년 부터 부가가치세 등 1 176억원을 체납한 것으로 드러났습니다. 전 프로야구 선수 임창용씨도 체납자 명단에 이름을 올렸습니다. 국세청은 임 선수가 종합소득세 3억원을 체납했다고 밝혔습니다. 현재 국세청과 3천억원대의 소송을 벌이고 있는 선박왕 권혁 시도상선 회장도 증여세 등 22억을 체납해 이름이 공개됐습니다. 김태성 국세청 징세4팀장 은닉 재산을 찾아내고 호화 주택 거주자에 대해서는 거주지 수색 등 추적조사를 강화할 예정입니다. 국세청은 유죄판결이 확정된 조세포탈범 35명의 명단도 함께 공개했습니다. TV조선 박상현입니다.,https://sports.news.naver.com/news.nhn?oid=448&aid=0000313010
전 야구선수 임창용도 고액·상습 체납자 명단에 올라,경향신문 국세청. 국세청 제공 고액·상습 체납자 명단에 ‘선박왕’으로 알려진 권혁 시도상선 회장과 기아타이거즈 야구선수 출신 임창용 씨가 올해 처음으로 포함됐다. 권 회장은 증여세 등 22억원을 내지 않았고 임씨는 종합소득세 3억원을 체납했다. 국세청은 6일 고액·상습 체납자 6965명 개인 4633명 법인 2332개 의 명단을 홈페이지에 공개했다. 명단 공개 대상은 1년 넘게 국세 2억원 이상을 체납한 경우로 이들이 올해 내지 않은 세금은 4조8203억원에 달했다. 1년 전보다 체납자는 127명 늘었지만 체납액은 5870억원 줄어들었다. 100억원 이상 고액 체납자 수가 감소한 영향이다. 올해 명단에 처음 이름을 올린 개인 최고액 체납자는 도박업자 이성록씨로 부가가치세 등 1176억원을 내지 않았다. 이 씨를 포함해 도박업자 4명이 수 백억원씩을 체납해 10위권에 포함됐다. 유명인 중에는 전 프로야구선수 임 씨와 ‘선박왕’ 권 회장이 올랐다. 기아 타이거즈와 삼성 라이온즈 등에서 투수로 활약한 임 씨는 종합소득세 3억원을 체납했다. 국세청과 3000억원대 규모의 소송전을 벌이는 권 회장은 증여세 등 22억원을 내지 않았다. 법인 중에선 하원제약이 근로소득세 등 260억원을 내지 않아 올해 명단에 이름을 올렸다. 역대 최고액 체납자는 온라인 도박사이트를 운영하는 홍영철 씨로 부가가치세 등 1632억원의 세금을 내지 않았다. 최순영 전 대한생명보험 대표이사 종합소득세 등 1073억원 와 정태수 한보그룹 회장의 셋째 아들 정보근 전 한보철강공업 대표 증여세 등 644억원 도 명단에 있었다. 불법 다단계 사기 행각을 벌인 주수도 전 제이유개발 대표이사도 법인세 등 570억원을 내지 않았다. 전두환 전 대통령도 31억원의 세금을 체납했다. 공개된 고액·상습체납자 명단은 국세청 홈페이지를 통해 확인할 수 있다. 체납자 주민등록 주소지를 지도에 표시해 지역 주민들이 쉽게 알 수 있도록 했다. 이날 국세청은 유죄판결이 확정된 조세포탈범 35명도 공개했다. 중국인 ‘의료관광객’이 많이 찾는 쥬얼리성형외과는 중국 브로커를 통해 중국인 환자를 모집하고 성형수술대금은 중국 현지에서 신용카드 등으로 결제하게 한 후 국내 환치기업자로부터 받았다. 이같은 방법으로 내지 않은 세금은 23억3600만원에 달했다. 기부금 영수증을 거짓으로 발행한 종교단체 등도 공개됐다. 경북의 한 사찰인 비석정사는 연말정산과 관련해 기부금 공제를 받으려는 이들에게 수수료를 받고 5억7400만원 상당의 기부금 영수증을 207차례에 나눠 발급했다. 5억8400만원 상당의 기부금 영수증 발급 내역을 장부에 작성·보관하지도 않았다. 서울의 국제선교협회가 118건 5억9000만원의 허위 기부금영수증을 발급했다.,https://sports.news.naver.com/news.nhn?oid=032&aid=0003047064
양의지 한국프로야구선수협회 신임 회장,양의지 신임 프로야구선수협회장이 7일 오전 서울 강남구 리베라호텔에서 열린 한국프로야구선수협회 이사회를 마친 후 취재진의 질문에 답하고 있다. 뉴시스 프로야구 NC 포수 양의지 33 가 한국프로야구선수협회 선수협 신임 회장으로 선출됐다. 10개 구단 선수 대표로 구성된 선수협 이사회는 7일 오전 서울 강남구 리베라 호텔에서 열린 2020년 제4차 이사회에서 양의지를 2년 임기의 신임 회장으로 추대했다. 양의지는 온라인으로 진행된 회장 선거 투표에서 456표 중 가장 많은 103표를 얻었다. 이번 투표는 지난달 25일부터 30일까지 진행됐으며 각 구단 고액연봉 선수 3명씩 총 30명이 후보에 올랐다. 양 신임 회장은 이사회 종료 후 “최근 논란을 빚은 점에 관해 팬들께 사과드린다. 문제가 된 부분은 깨끗하게 처리하겠다”면서 “잘못된 부분은 분명히 짚고 넘어갈 것이다. 새로운 사무총장을 선임한 뒤 선수들과 팬들이 이해할 만한 판공비 관련 선수협 정관을 다시 만들겠다”고 말했다. 최근 선수협은 최근 판공비 논란을 일으켰다. 이대호 롯데 전 회장이 기존 2400만 원에서 6000만 원으로 인상된 판공비를 개인 계좌로 입금받은 사실이 최근 알려져 사퇴했고 김태현 사무총장도 판공비를 현금으로 받은 것이 알려졌다. 선수협 이사회는 이날 첫 번째 안건으로 김태현 전 사무총장 해임안을 가결했다. 이사회에 참석한 이 전 회장은 선수협 사무처를 통해 “문제 된 사안은 확실하게 정리하겠다”고 입장을 밝혔다. 한편 체육시민단체인 ‘사람과 운동’은 7일 오전 이 전 회장의 고액 판공비 논란과 김 전 사무총장의 판공비 현금 요구 등과 관련해 선수협 관계자들을 서울중앙지검에 고발하겠다고 밝혔다.,https://sports.news.naver.com/news.nhn?oid=021&aid=0002452117
신한은행 야구의 신 더 레전드 유튜브 영상 제작·후원,신한은행은 유튜브 채널 야신야덕 야구의 신과 야구의 덕후들 과 함께 야구의 신 더 레전드 THE LEGEND 영상을 제작 및 후원했다고 7일 밝혔다. 야구의 신 더 레전드 영상은 야구팬들이 다시 보고 싶어하는 KBO 레전드 은퇴 선수가 출연해 현역시절의 노하우를 전수하는 내용이다. 또한 야구 미션을 수행해 기부금을 적립하고 소아암 아이들에게 수술비를 지원하는 사회공헌활동도 같이 진행한다. 첫 번째 영상은 KBO 홍보대사이자 국민타자인 이승엽 선수가 출연해 홈런 잘 치는 비법을 전수하고 직접 홈런 미션에 도전하는 내용이다. 은퇴한 이승엽 선수가 오랜만에 야구장에서 후배들과 유쾌한 분위기를 만들며 진행됐고 반전 있는 사회공헌 미션도 담겼다. 신한은행은 야구의 신 더 레전드 영상 공개를 기념해 공식 페이스북 채널을 통해 다음 편 영상에 출연하는 선수를 맞추는 SNS 이벤트를 시행한다. 신한은행 관계자는 정규리그 시즌은 종료되었지만 야구팬들을 위해 KB0 레전드 선수의 사회공헌 미션 영상을 제작했다 며 비시즌에도 쏠야구에서 진행되는 다양한 콘텐츠와 혜택이 가득한 이벤트에 많은 관심을 부탁드린다 고 말했다.,https://sports.news.naver.com/news.nhn?oid=076&aid=0003668661
