마음은 벌써 고향에	추석 명절을 고향에서 보내려는 귀성가족이 28일 서울 반포동 고속버스 터미널에서 고향으로 가는 버스를 기다리고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000002	2012.09.28
추석 인사하는 안철수 후보	안철수 무소속 대선후보가 28일 오후 서울 반포 고속터미널을 찾아 귀성객들과 인사를 나누고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000003	2012.09.28
유럽환율 9월 28일 GMT 오전 5시 현재		https://sports.news.naver.com/news.nhn?oid=421&aid=0000000004	2012.09.28
세계환율 9월 28일 GMT 오전 5시 현재		https://sports.news.naver.com/news.nhn?oid=421&aid=0000000005	2012.09.28
안철수의 인사	안철수 무소속 대선후보가 28일 오후 서울 반포 고속터미널을 찾아 귀성객들과 인사를 나누고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000006	2012.09.28
추석 연휴 민족 대이동 시작…고속도로 정체 증가세	서울 뉴스1 이후민 기자 예년에 비해 추석 연휴가 짧아지면서 연휴 하루 전인 28일부터 귀성을 서두르는 차량이 늘고 있다. 국토해양부는 이번 추석 연휴에는 2925만여명이 귀성길에 나설 것으로 전망했다. 한국도로공사에 따르면 오후 1시20분 기준으로 18만814대 차량이 수도권을 빠져나갔고 이날 하루 수도권을 빠져나가는 차량은 모두 45만3000대로 전망했다. 또 고속도로 전체 통행량은 약 400만대에 이를 것으로 내다봤다. 추석 연휴기간 고속도로를 이용하는 차량은 전국적으로 하루 평균 374만대에 달할 것으로 보인다. 추석 당일인 30일에는 최대 467만대 차량이 고속도로를 이용할 것으로 예상하고 있다. 한국도로공사 관계자는 28일 오후 경부고속도로를 시작으로 점차 정체가 확산돼 밤 늦은 시간까지 높은 수준의 정체를 유지할 예정 이라며 29일 새벽 잠시 주춤했다가 다시 이날 이른 아침부터 차량이 증가할 것으로 보인다 고 밝혔다. 예상 주요 혼잡 구간은 경부고속도로 동탄 천안 서해안고속도로 비봉 서평택 등으로 예상된다. 한국도로공사에 따르면 경부고속도로는 100㎞ 이상 정체가 일어날 가능성도 있다. 서울에서 주요 도시간 귀성길 소요 예상시간은 부산 5시간50분 대전 2시간50분 광주 4시간30분 강릉 3시간10분 목포 4시간50분 등이다. 한국도로공사는 28일 10월3일을 추석 연휴 특별교통대책기간으로 정해 교통예보팀을 강화 운영하고 콜센터 1588 2504 에 일일 90명 정도의 상담원을 배치했다. 교통정보 어플리케이션 고속도로교통정보 와 한국도로공사 홈페이지 ex.co.kr 로드플러스 홈페이지 roadplus.co.kr 등에서 교통정보를 실시간으로 확인할 수 있다. 한편 코레일은 철도를 이용해 고향으로 향하는 시민들을 위해 일부 증편 운행한다. 코레일은 추석 연휴기간 동안 총 273만7000여명이 철도를 이용할 것으로 내다봤다. 하루 평균 45만6000명이 이용해 평소 주말보다 약 13.4% 증가할 전망이다. 이에 따라 추석 연휴기간 동안 열차 운행을 하루 평균 71회 증편했다. 코레일은 KTX와 누리로 철도의 예비편성을 활용해 추석 연휴 기간 동안 임시철도를 총 62회 추가 운행한다고 밝혔다. KTX는 서울 부산 용산 광주 등 구간에 2회에서 최대 6회까지 총 42회를 추가 운행한다. 누리로는 서울 대전 용산 광주 등 구간에 2회에서 최대 4회까지 집중 운행하는 등 총 20회를 추가 운행한다. 코레일 관계자는 역귀성을 위해 철도를 이용하는 경우 부분적으로 좌석이 있지만 이 역시 대부분 매진된 상태 라고 밝혔다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000007	2012.09.28
피치 美 재정절벽이 발생하면 글로벌 성장률 반토막 날 것	로이터 뉴스1 윤태형 기자 미국에서 재정절벽 이 발생할 경우 내년도 세계경제 성장률이 절반으로 감소할 것이라고 국제 신용평가사 피치가 27일 현지시간 밝혔다. 피치는 보고서에서 재정절벽으로 인해 미국과 세계경제는 침체로 접어들 가능성이 높다고 강조했다. 피치는 미국의 재정절벽은 글로벌 경제회복에 있어 가장 큰 단기 위험을 대표한다 고 말했다. 피치는 전면적인 재정감축이 최상의 시나리오가 아니라고 강조했다. 전면적인 재정감축의 속도와 범위는 미국 경제를 침체로 몰고갈 수 있다고 강조했다. 피치는 재정절벽이 발생할 경우 미국의 내년도 국내총생산 GDP 성장률이 현재 전망치인 2.3%에서 2% 낮은 0.3%를 기록할 것으로 분석했다. 이어 피치는 “재정절벽 충격으로 내년 세계 GDP 성장률도 1.3%로 반토막 날 수 있다”고 우려했다. 재정절벽 fiscal cliff 이란 내년 1월1일부터 예산안 자동삭감과 2001년 도입한 감세혜택이 종료되면서 미국 재정지출이 대규모 감소 재정이 바닥을 드러내는 상황을 말한다. 재정절벽이 현실화될 경우 미국의 재정지출 적자는 2012년 회계연도와 2013년 회계년도 사이에 6070억 달러가 자동적으로 줄어들게 된다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000008	2012.09.28
검찰 ′저축은행 금품수수′ 박지원 불구속 기소	대검 중앙수사부 저축은행비리 합동수사단 최운식 단장이 28일 오후 서울 서초동 서울고검에서 4차 저축은행비리 수사결과를 발표하고 있다. 합동수사단은 박 원내대표를 특가법상 알선수재 및 정치자금법 위반 혐의로 불구속 기소했다고 밝혔다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000009	2012.09.28
검찰 저축은행 비리 사건 수사 결과 발표	대검 중앙수사부 저축은행비리 합동수사단 최운식 단장이 28일 오후 서울 서초동 서울고검에서 4차 저축은행비리 수사결과를 발표하고 있다. 합동수사단은 박 원내대표를 특가법상 알선수재 및 정치자금법 위반 혐의로 불구속 기소했다고 밝혔다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000010	2012.09.28
이화여대 의학전문대학원 수시모집 최종합격자 발표	서울 뉴스1 오기현 기자 2013학년도 이화여자대학교 의학전문대학원 수시모집 의무석사과정 M.D.과정 합격자 명단이 28일 발표됐다. 최종합격자는 총 46명 일반전형 43명 특별전형 3명 으로 합격자 가운데 생물학 전공 출신이 가장 많은 것으로 나타났다. 합격자 명단은 의학전문대학원 홈페이지 www.ewhamed.ac.kr 에서 확인할 수 있다. 한편 2013학년도 의무석사과정 정시모집 원서 접수는 오는 10월9일부터 11일까지 진행된다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000011	2012.09.28
검찰 ′저축은행 금품수수′ 박지원 불구속 기소	대검 중앙수사부 저축은행비리 합동수사단 최운식 단장이 28일 오후 서울 서초동 서울고검에서 4차 저축은행비리 수사결과를 발표하고 있다. 합동수사단은 박 원내대표를 특가법상 알선수재 및 정치자금법 위반 혐의로 불구속 기소했다고 밝혔다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000012	2012.09.28
검찰 저축은행 비리 사건 수사 결과 발표	대검 중앙수사부 저축은행비리 합동수사단 최운식 단장이 28일 오후 서울 서초동 서울고검에서 4차 저축은행비리 수사결과를 발표하고 있다. 합동수사단은 박 원내대표를 특가법상 알선수재 및 정치자금법 위반 혐의로 불구속 기소했다고 밝혔다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000013	2012.09.28
검찰 저축은행 비리 사건 수사 결과 발표	대검 중앙수사부 저축은행비리 합동수사단 최운식 단장이 28일 오후 서울 서초동 서울고검에서 4차 저축은행비리 수사결과를 발표하고 있다. 합동수사단은 박 원내대표를 특가법상 알선수재 및 정치자금법 위반 혐의로 불구속 기소했다고 밝혔다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000014	2012.09.28
이채필 노동장관 30년 무분규 경기·대원고속 방문	이채필 고용노동부 장관. News1 한재호 기자 서울 뉴스1 이은지 기자 이채필 고용노동부 장관. News1 한재호 기자 이채필 고용노동부 장관은 추석을 앞둔 28일 오전 귀성객 수송으로 분주한 경기·대원고속 노조 사무실을 찾아 노사를 격려하고 근로자들에게 안전운행을 당부했다. 올해 노사협력을 바탕으로 많은 성과를 창출하고 있는 운수업체를 찾아 현장 근로자들을 위로한 것이다. 이 장관이 방문한 경기고속과 대원고속은 KD운송그룹의 계열사로 근로자가 총 4900명에 이르지만 비정규직이 한명도 없다. 또 2005년부터 사측이 재무재표를 노동조합에 공개하고 노조가 임금교섭을 전면 위임받아 결정하는 등 30년간 무분규를 유지해왔다. 또한 유가인상과 승객감소에 대비해 출발 5분전 시동걸기 생활화 경제속도 준수 등 비용 절감과 생산성 향상에 전 직원이 동참하고 있다. 이 자리에서 이 장관은 경기·대원고속은 기업이 경영상황을 투명하게 공개하고 이를 바탕으로 노사가 적극 협력하는 독특한 모델을 만들어 가고 있다 며 나아가 안전 운행에 만전을 기하면서 교통사고 산재사고 제로현장을 만들어달라 고 요청했다. 이에 앞서 이 장관은 경기도 안양시 관양시장을 찾아 영세상인들을 격려하고 시장을 찾은 시민들과 인사를 나눴다. 이 장관은 온누리상품권으로 과일 쌀 등 시장 물품을 직접 구매하고 구매한 물품은 별도의 위문금과 함께 장애인 복지시설인 경기도 의왕시 녹향원에 전달했다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000015	2012.09.28
신한銀 웅진 계열 협력업체 긴급 실탄 투입	서울 뉴스1 이현아 기자 웅진그룹 주거래은행인 신한은행이 웅진 계열사 협력업체에 대한 긴급 자금 수혈에 들어간다. 극동건설과 웅진홀딩스의 잇단 법정관리 신청으로 민족 최대 명절 추석을 앞두고 협력업체들이 연쇄 도산의 늪에 빠져들수 있다는 판단에서다. 신한은행은 28일 극동건설과 웅진홀딩스 협력업체들에게 대출금 상환유예 신속지원 Fast track 프로그램 우선 적용 등 긴급 금융지원책을 내놓았다고 밝혔다. 이에따르면 신한은행은 협력업체의 빚을 일정기간 상환을 늦춰주는 한편 급전이 필요한 업체들에게는 신속지원 Fast Track 프로그램을 가동해 실탄 을 지급하기로 했다. 신한은행 관계자는 일시적인 유동성 위기를 겪고 있는 웅진계열 협력업체들에게 조금이나마 자금 숨통을 틔워주는 계기가 되기를 바란다 고 말했다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000016	2012.09.28
알카에다 이라크 북부 교도소 공격…재소자 200여명 탈옥	서울 뉴스1 조현정 기자 이라크 알카에다 연계조직이 27일 현지시간 이라크 북부 타스피랏 교도소를 공격해 재소자 200여명을 탈옥시켰다고 AFP통신이 보도했다. 이 과정에서 경찰관 14명이 사망했고 교도소장은 부상을 입은 것으로 전해졌다. 이번 사건에 앞서 알카에다 옌계 조직인 이라크이슬람국가 ISI 가 미군과 정부에 빼앗긴 영토 수복을 위한 새로운 공격에 나서 수감된 동료들을 탈출 시키겠다고 선포했다. 무장 세력이 교도소 정문 앞에서 차량 자살 폭탄 공격을 했고 이후 교도소 담장을 부쉈다. 이들은 교도소 경비원들을 공격했고 재소자 200명 이상이 탈출 했으나 이가운데 33명은 도로 붙잡혔다고 이라크 내무부 관계자가 말했다. 교도소 주변 지역에는 헬리콥터가 동원돼 탈주범 수색이 이루어지고 있으며 주민 통행금지령이 내려졌다. 타스피랏 교도소에는 알카에다 조직원 수십명을 포함해 900명이 수감돼있었다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000017	2012.09.28
中외교부장 댜오위다오는 우리땅…日이 훔쳤다	양제츠 중국 외교부장 AFP News1 서울 뉴스1 고두리 기자 양제츠 중국 외교부장 AFP News1 중국과 일본이 유엔 무대에서 센카쿠 열도 중국명 댜오위다오 를 놓고 진흙탕 싸움을 벌이고 있다. 노다 요시히코 일본 총리가 26일 영토 분쟁은 국제법에 따라 해결해야 한다 고 선제 공격을 날리자 다음날인 27일 양제츠 중국 외교부장이 일본이 댜오위다오를 훔쳤다 며 반격에 나섰다. 양 부장은 이날 유엔총회에서 열린 일반토론 연설에서 중국의 영토주권 수호 의지가 확고하다 며 일본은 중국으로부터 댜오위다오를 훔쳤다는 역사적 사실을 절대 바꿀수 없다 고 말했다. 그는 일본의 댜오위다오 국유화 조치는 완전히 불법적이고 무효 라며 일본은 중국의 영주권을 위반하는 행동들을 즉시 멈추고 이러한 실수들을 바로잡을 구체적인 행동을 취하며 협상을 통한 분쟁 해결의 궤도로 돌아올 것을 촉구한다 고 강조했다. 이에 일본 측은 양 부장의 연설 후 답변권을 행사해 일본 정부는 1895년 1월 센카쿠를 일본 영토에 법적으로 편입한 것을 각의 결정했다 며 일본이 중국으로부터 센카쿠를 훔쳤다는 주장은 논리적으로 말이 안 된다 고 반박했다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000018	2012.09.28
구치소 들어가는 곽노현 전 교육감	대법원에서 징역 1년의 확정판결을 받은 곽노현 전 교육감이 28일 오후 경기 의왕 서울구치소에서 수감 전 지지자들을 향해 손을 흔들고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000019	2012.09.28
구치소 들어서는 곽노현 전 교육감	대법원에서 징역 1년의 확정판결을 받은 곽노현 전 교육감이 28일 오후 경기 의왕 서울구치소에서 수감 전 지지자들을 향해 손을 흔들고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000020	2012.09.28
안희정 유럽 순방 성과 보고회	안희정 도지사 News1 홍석민 기자 대전ㆍ충남 뉴스1 홍석민 기자 안희정 도지사 News1 홍석민 기자 안희정 지사는 28일 도청 기자실에서 유럽 순방 귀국 간담회를 열고 순방 성과를 설명했다. 안 지사는 지난 16일부터 27일까지 우크라이나와 네덜란드 폴란드를 방문해 우호교류협정을 체결하고 간척지 해수유통 및 농업혁신 사례를 벤치마킹한 데 이어 세계혁신포럼에 참가해 특별연설을 하는 등 다각적인 활동을 펼쳤다. 특히 그의 이번 유럽 순방은 비EU 동유럽 지역 진출을 위한 교두보를 확보하고 일본의 과거사 문제를 정면으로 지적하는 등 경제협력 뿐 아니라 평화 외교 행보로 강한 인상을 남겼다. 동유럽 교두보 확보 등 우호교류 확대 안 지사는 17일 이하 현지 시간 우크라이나 크림자치공화국을 방문해 안아톨리 블라디미로위치 모길려브 내각 수상과 경제통상농업관광 분야 등의 교류를 본격 추진하는 것을 골자로 하는 우호협력 협정을 체결했다. 이어 알렉세이 왈레리에위치 보야르축 얄타시장을 만나 도내 시군과 얄타시 간 관광교류 및 해양 관광자원 연계 교류 방안 등을 논의했다. 18일에는 우크라이나 심페로폴 자치구의 블라드미르 지바짜 시장과 시의회 의장을 만나 한국 농산물 등에 대한 교류협력 방안을 논의했다. 이 만남은 일정에 없었지만 지바짜 시장이 요청해 이뤄졌다. 21일에는 네덜란드 델타래스사 틸만스 대표와 제이란트주 하이닝 부지사를 잇달아 만나 간척사업 후 생태 관리 문제에 대한 협력방안을 모색했다. 24일에는 폴란드 비엘코폴스카주를 방문 세계 혁신포럼에 참석해 특별연설을 하고 주의회를 찾아 자매결연 10주년 특별연설을 한 뒤 마렉 워즈니악 주지사와 간담회를 갖고 교류협력 발전 방안을 논의했고 25일에는 ‘충청남도비엘코폴스카주 경제인 간담회’를 여는 등 활발한 교류협력 활동을 이어갔다. 일본 겨냥해 피해국 연대 다지며 평화외교 눈길 안 지사는 유럽 순방 중 과거사평화연대21세기 가치 등을 키워드로 하는 메시지를 강조해 눈길을 끌었다. 제대로 된 과거사 반성이 없는 일본을 겨냥해 대한민국의 외교적 입지를 강화시키는 데 기여하는 평화 외교 행보였다. 안 지사는 25일 마렉 워즈니악 폴란드 비엘코폴스카주 주지사를 만나 “일본 정치인들이 최근들어 그 역사를 잘못된 것이 없다고 주장하고 있다”며“그건 아시아 지역의 평화에 굉장히 위험한 일”이라고 지적했다. 이에 워즈니악 주지사는 “일본의 만행에 대해 접할 기회가 있었다. 독일의 경우에는 어느 정도 해소됐다. 폴란드를 침략한 독일의 군국주의를 이끈 장군들의 묘지에 가서 참배를 한다는 것은 있을 수 없는 일”이라며 “일본 정치의 미숙함이다. 용서를 빌고 실천을 이끌만한 빌리브란트와 같은 위대한 정치인이 일본에 나와야 할 것 같다”고 화답했다. 또 안 지사는 24일에는 폴란드 비엘코폴스카 주의회 특별연설을 통해 “폴란드와 대한민국은 20세기 주권을 빼앗긴 아픈 경험을 갖고 있다”며 “미래를 향한 화합과 국제적 연대는 가해자가 아닌 피해자가 주도할 수 있다”고 역설했다. 이밖에도 22일 네덜란드 헤이그 이준 열사 기념관과 23일 폴란드 바르샤바의 유태인 수용·학살 현장인 파비악 Paviak 박물관을 잇달아 찾아 무릎꿇고 진심으로 반성하는 독일의 모습과 대비되는 일본의 태도에 유감을 표명했다. 그는 파비악 박물관 방명록에 “청산과 응징없는 용서는 역사의 반동과 퇴행”이라고 적고 “역사와 과거사에 대한 바른 인식이 있을 때 대한민국의 미래도 있는 것이고 올바른 사죄와 반성 그리고 실천이 있을 때 동북아의 평화가 열리는 것”이라고 강조했다. 충남 현안 해결 모색 위한 벤치마킹 농업대국인 네덜란드의 화훼산업과 농정기술 간척지 하구역 해수유통 방안 등을 벤치마킹하며 충남 현안 해결책을 모색한 것도 유럽 순방 중 성과였다. 안 지사는 20일 세계적인 화훼종구회사인 네덜란드 스텐보르덴사를 22일에는 대규모 유리온실 화훼농가를 방문해 시설원예 분야 에너지 절감 및 자동화 사례를 보고 배우며 3농혁신과의 접목방안을 모색했다. 21일에는 네덜란드 담수호와 방조제의 홍수조절 및 용수공급분야 국책전문 연구기관이 델타래스사와 이 나라 최대 간석사업시행 자치단체인 제이란트주를 잇달아 방문해 간척지 하구역 해수유통 등 수질관리 및 오염 해결방안을 집중 탐색했다. 정치와 행정의 패러다임 전환 촉구 강한 인상 남겨 상대국 지도자들을 상대로 정치와 행정의 패러다임 전환을 촉구해 강한 인상을 남기기도 했다. 24일 폴란드 비엘코폴스카주에서 열린 세계혁신포럼 특별 연설을 통해서는 “미래사회를 위한 에너지 정책은 미래사회를 위한 용기 있는 정치를 필요로 한다”며 “정치의 의제를 무조건적인 경제성장의 논리로부터 지속가능한 사회발전 전략으로 전환시키자”고 역설했다. 이밖에도 각국 자치단체 지도자들과의 교류 간담회 자리에서 “21세기는 지역 단위 외교의 중요성이 부각되고 있다”며 “지방정부간 활발한 교류가 세계 평화와 번영에 기여할 것이다. 우리가 그 모범이 되자”고 적극적으로 제안했다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000021	2012.09.28
구치소 들어가는 곽노현 전 교육감	대법원에서 징역 1년의 확정판결을 받은 곽노현 전 교육감이 28일 오후 경기 의왕 서울구치소에서 수감 전 지지자들을 향해 손을 흔들고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000022	2012.09.28
엄마품에서 잠든 아이	추석 명절을 고향에서 보내려는 한 귀성객이 28일 서울 반포동 고속버스 터미널에서 잠든 아이를 안고 고향으로 가는 버스를 기다리고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000023	2012.09.28
귀성 인파	추석 명절을 고향에서 보내려는 한 귀성객이 28일 서울 반포동 고속버스 터미널에서 잠든 아이를 안고 고향으로 가는 버스를 기다리고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000024	2012.09.28
검찰 ′저축은행 금품수수′ 박지원 불구속 기소	대검 중앙수사부 저축은행비리 합동수사단 최운식 단장이 28일 오후 서울 서초동 서울고검에서 4차 저축은행비리 수사결과를 발표하고 있다. 합동수사단은 박 원내대표를 특가법상 알선수재 및 정치자금법 위반 혐의로 불구속 기소했다고 밝혔다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000025	2012.09.28
제주도 유네스코 생물권보전지역 재지정 심사	우근민 도지사는 27일 최청일 유네스코 생물권보전지역 한국위원회 위원장에게 ‘제주도 생물권보전지역 정기보고서’를 전달했다. 사진 제주도 News1 한종수 기자 제주 뉴스1 한종수 기자 우근민 도지사는 27일 최청일 유네스코 생물권보전지역 한국위원회 위원장에게 ‘제주도 생물권보전지역 정기보고서’를 전달했다. 사진 제주도 News1 한종수 기자 우근민 제주도지사는 27일 오후 집무실에서 최청일 유네스코 생물권보전지역 한국위원회 위원장에게 ‘제주도 생물권보전지역 정기보고서’를 전달했다. 2002년 지정된 제주 생물권보전지역이 올해로 만 10년이 되면서 유네스코가 재지정 여부를 위한 첫 평가를 연내에 실시하는데 따른 것이다. 우 지사는 이날 “유네스코 자연과학분야 3관왕 타이틀이 유지될 수 있도록 보고서를 채택에 적극 협조해달라”고 당부했다. 최 위원장은 “보고서를 유네스코본부에 잘 전달하겠다”며 “제주가 세계 생물권보전지역을 선도할 수 있도록 힘써달라”고 말했다. 보고서는 10월 유네스코 생물권보전지역 자문위원회에서 검토를 거친 뒤 내년 7월경 유네스코 국제조정이사회에서 최종 심의하게 된다. 보고서가 채택될 경우 세계자연유산에 이어 생물권보전지역도 타이틀을 수성하게 된다. 제주도는 2002년 생물권보전지역을 시작으로 2006년 세계자연유산 2010년 세계지질공원에 지정됐다. 생물권보전지역은 10년 세계자연유산은 6년 세계지질공원은 4년마다 심사를 거쳐 재지정 여부가 결정된다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000026	2012.09.28
전남대 장소마케팅연구센터 오월길 아트힐라피스트 양성 잡담회	오월길 아트힐라피스트 Art HealRapist Art Healing Therapy 전문가를 의미하는 신조어 양성과정 전문가 집담회가 27일부터 양일간 대인예술시장에서 열렸다. News1 광주 뉴스1 김태성 기자 오월길 아트힐라피스트 Art HealRapist Art Healing Therapy 전문가를 의미하는 신조어 양성과정 전문가 집담회가 27일부터 양일간 대인예술시장에서 열렸다. News1 전남대 문화전문대학원 장소마케팅연구센터 센터장 이무용 교수 는 27일부터 이틀간 대인예술시장 미테우그로에서 오월길 아카데미의 핵심사업인 오월길 아트힐라피스트 양성과정 전문가 집담회를 개최했다. 오월길 5·18 Road 조성은 오월정신이 담긴 공간을 이어 오월길을 만들고 걷기를 통해 광주의 도시형 도보관광 브랜드를 구축하는 사업이다. 스토리텔링을 통한 오월길 코스 개발을 시작으로 오월길 아카데미 운영 가이드맵북 제작 등을 진행 중에 있다. 오월길 아카데미는 아티스트와 치유전문가를 대상으로 한 전문인력 양성과정으로 아트힐라피 Art HealRapist·Art Healing Therapy 전문가를 의미하는 신조어 프로그램의 구체적인 방안을 모색한다. 이날 집담회에 참석한 아티스트와 예술치유 전문가들은 치유와 소통 걷기를 통해 오월길에 무엇을 채울 것인지 논의했다. 김종필 극단 연인 대표는 오월길 위의 예술은 긍지와 자긍심을 심어줄 수 있어야 한다 며 기존의 5·18 콘텐츠의 한계에서 벗어나 오월의 경험을 승화하는 방법을 구체적으로 모색해야 한다 고 주장했다. 강혜림 빛고을춤명상학교 춤 치료사는 오월길이라고 해서 오월에 너무 집착하지 않았으면 좋겠다 며 오히려 길 위의 사람들이 자기 삶에 대해 터놓고 이야기를 나눌 수 있는 공간이 돼야만 오월정신이 추구하는 대동세상과 뜻을 같이 할 수 있다고 본다 고 말했다. 오월길의 참여대상을 구분 짓지 않고 관계맺기와 교감을 통해 접점을 찾는 것이 중요하다는 것으로 의견이 모아졌다. 오월길 프로젝트 총괄책임자인 이무용 교수는 오월정신의 역사적 측면보다는 오월 당시 광주시민들이 느꼈던 본연의 순수함을 다시 하나로 모으는데 초점을 맞추고자 한다 며 오월길을 사회디자인 차원에서 접근할 필요가 있다 고 주장했다. 이호동 조각가는 코스별로 개발된 오월길의 특징을 살려 아티스트들의 참여를 유도해야 한다 며 오월길에서 아티스트들은 치유자가 아닌 사람과 사람을 잇는 중간 매개자 역할을 해야 한다 고 강조했다. 집담회를 통해 논의된 이야기들은 향후 오월길 아트힐라피스트 워크숍과 오월길 워킹 콘서트를 통해 구체화 될 예정이다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000027	2012.09.28
사진 김종성 충남교육감 전국체전 출전 선수 격려	News1 대전ㆍ충남 뉴스1 홍석민 기자 News1 김종성 충남교육감은 28일 새벽 논산에 있는 충남체육고등학교를 찾아 새벽 훈련 중인 선수와 지도코치 감독 등을 격려했다. 이번 방문은 전국체전을 13일 남겨놓고 선수들을 격려하기 위한 것이다. 이 자리에는 논산계룡지역 학교장 학교운영위원장과 체육관계자 등 20여명이 함께 했다. 김 교육감은 선수들과 함께 한 식사자리에서 “그동안 흘린 땀이 헛되지 않도록 앞으로 남은 기간 개인 건강관리와 안전에 유의해 줄 것”을 당부했다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000028	2012.09.28
곽노현 전 교육감 잘 다녀오겠습니다	대법원에서 징역 1년의 확정판결을 받은 곽노현 전 교육감이 28일 오후 경기 의왕 서울구치소로 수감되고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000029	2012.09.28
구치소 수감되는 곽노현 전 교육감	대법원에서 징역 1년의 확정판결을 받은 곽노현 전 교육감이 28일 오후 경기 의왕 서울구치소로 수감되고 있다.	https://sports.news.naver.com/news.nhn?oid=421&aid=0000000030	2012.09.28
